id_cita;cita_es;cita_la;cita_original;autor_es;referencia;autor_la;bio_es;bio_la;codigo;idioma_es;idioma_la;nacion_es;nacion_la;epoca_es;epoca_la;imagen;imagen_atr
845;La tierra lo cría y la tierra se lo come;Terra nutrit et terra comedit;Lurrak hazi eta lurrak jan;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
846;María trueno en Orio y lluvia en Markina;Maria tonitru in Orio et pluvia in Markina;Maria Orion trumoia eta Markinan euria;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
847;La esposa del marinero esposada a la mañana viuda al atardecer;Uxor nautae mane coniugata vespere vidua;Marinelaren emaztea goizean senardun arratsean alargun;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
848;El médico te limpia el cuerpo el cura el alma el abogado el bolsillo;Medicus corpus purgat sacerdos animam advocatus crumenam;Medikuak gorputza garbitu apaizak arima abokatuak poltsa;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
849;En el mundo se desperdician tres cosas la razón del pobre la buena madera del monte y la fuerza del vago;In mundo tria perduntur gratis ratio pauperis lignum bonum montis et vis pigri;Munduan hiru gauza galtzen dira alferrik pobrearen arrazoia mendiko egur igarra eta alferraren indarra;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
850;El que quiera vivir largamente que se acueste con las gallinas y se levante con los pájaros;Qui diu vivere vult cum gallinis cubet et cum avibus surgat;Munduan nahi duenak luzaroan bizi oiloekin ohera eta txoriekin jaiki;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
851;Donde esté mi voluntad allí mi pie;Ubi mea voluntas ibi meus pes;Non nire gogoa han nire zangoa;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
852;De cómo sea el sonido así será la danza;Qualis sonus talis saltatio;Nola soinu hala dantza;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
853;De dónde vienes al monte voy;Unde venis ad montem vado;Nondik zatoz mendira noa;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
854;Ni el lobo come de su propia carne;Nec lupus carnem suam comedit;Otsoak ere ez du bere haragirik jaten;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
855;Al pan duro comillo afilado;Pani duro dens acutus;Ogi gogorrari hagin zorrotza;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
856;Oiartzun Las paredes viejas responden;Oiartzun parietes veteres respondent;Oiartzun pareta zaharrak erantzun;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
857;No querer andar a pie no venir nadie a caballo;Nolui pedibus ambulare nemo equo venire;Oinezkorik nahi ez zaldikorik etorri ez;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
858;Que os haga bien la comida y ningún mal la bebida;Bene vobis faciat cibus et nullum malum potus;On egin deizuela janak eta kalterik ez edanak;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
859;Al dormir bien la salud va bien;Bene dormiendo sanitas bene procedit;Ongi eginez gero loa osasuna ongi doa;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
860;Pecado leve es aquel que uno mismo comete;Peccatum leve est quod ipse committit;Pekatu arina norberak egina;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
861;El caramelo de la pena la esperanza;Caramela doloris spes;Penaren karameloa esperantza;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
862;El día de Santa Lucía las noches se acortan y los días se alargan;Die Sanctae Luciae noctes breviores dies longiores;Santa Luzi gaua moztu eta eguna hazi;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
863;De dos cosas que escucha el zarzal una es mentira;De duobus quae dumus audit unum mendacium est;Sasiak entzuna bitik bat gezurra;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
864;Segura mueren muchos y pocos van al cielo;Segura multi moriuntur pauci ad caelum eunt;Segura asko hil eta gutxi zerura;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
865;En casa del acordeonista todos bailarines;In domo organistrarii omnes saltatores;Soinugilearen etxean oro dantzari;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
866;El que tiene dinero que lo cuente el que tenga alegría que cante;Qui pecuniam habet numeret qui laetitiam habet cantet;Sosa duenak kontatu poza duenak kantatu;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
867;El fuego y el agua mejor de rodilla para abajo;Ignis et aqua melius a genu deorsum;Sua eta ura belaunetik behera;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
868;No hay humo si no hay fuego;Non est fumus si non est ignis;Su gaberik ezta kerik;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
869;Ese tiene menos cabeza que un petirrojo;Ille minus capitis habet quam rubecula;Txantxangorriak baino buru behiago ez dik horrek;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
870;No poder cubrir dos cabezas con una boina;Non posse duo capita uno pilleo tegere;Txapel batekin bi buru ezin estali;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
871;Con la boina en la cabeza y anda por el mundo;Cum pileo in capite et ambulat per mundum;Txapela buruan eta ibili munduan;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
872;Cuanto más sube un mono por el árbol más al descubierto está su culo;Quo altius simia arborem ascendit eo magis podex eius apparet;Tximinoa arbolan gorago haren ipurdia ageriago;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
873;Relámpago grande y poca lluvia;Fulmen magnum et pluvia parva;Tximist haundi eta euri gitxi;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
874;El pájaro también da toda la sangre que tiene;Avis etiam omnem sanguinem quem habet dat;Txoriak ere duen hainbat odol ematen du;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
875;Un trago dos tragos para cuando te das cuenta voltereta;Haustus unus haustus duo antequam scias eversio;Txurrut bat txurrut bi konturatzeke zilipurdi;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
876;Pedir oro y dar poco;Aurum petere et parum dare;Urrea esan eta urria eman;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
877;La olla lejana de oro tan pronto nos acercamos de tierra;Olla remota ex auro mox appropinquamus ex terra;Urruneko eltzea urrez gerturatu orduko lurrez;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
878;Las nueces de lejos catorce acercarse y cuatro;Nuces remotae quattuordecim appropinquare et quattuor;Urrutiko intxaurrak hamalau gerturatu ta lau;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
879;Por muchos años con la boina sobre la cabeza;Per multos annos cum pileo super capite;Urte askoan txapela kaskoan;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
880;Las creencias no son certezas;Opiniones non sunt certitudines;Usteak erdia ustel;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
881;Deja en paz al que está en paz;Sine in pace eum qui in pace est;Utzi bakean bakean dagoenari;Refrán Vasco;;Sententia Vasconica;Proverbios de la tradición oral vasca que reflejan la relación con la naturaleza, el trabajo y los valores comunitarios del pueblo vasco.;Collectio sententiarum Vasconicarum.;eu;Euskara;Lingua Vasconica;España;Hispania;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/bjgxB3kn/euskadi.png;0
